"Пакистанский министр обороны Хаваджа Мухаммад Асиф 28 апреля высказал мнение, что военное вторжение Индии в Пакистан неизбежно. По его словам, военные проинформировали правительство о возможности атаки с индийской стороны.",Политика
"Премьер-министр Индии Нарендра Моди пообещал наказать всех причастных к нападению в Пахалгаме. Индийские вооруженные силы имеют «полную свободу» в принятии решений о способе и сроках ответа на теракт, заявил он.",Политика
Россия на фоне обострения между странами призвала Пакистан и Индию к сдержанности и конструктивному диалогу.,Политика
"Из-за атаки беспилотников Вооруженных сил Украины (ВСУ) по пригороду Рыльска в Курской области пострадали три человека, сообщил врио губернатора Александр Хинштейн.",Политика
"«Есть пострадавшие: 45-летнего мужчину и 21-летнюю девушку задело осколками разбитых стекол, у них диагностированы резано-ушибленные ранения головы, верхних и нижних конечностей», — написал он в своем телеграм-канале. Их отвезли в больницу.",Политика
Третий пострадавший — мужчина 1975 года рождения. У него поверхностные резаные раны руки и ноги.,Политика
"Тогда были повреждены пять объектов гражданской инфраструктуры — три двухэтажных многоквартирных дома (МКД), один частный дом и здание детского сада. У одного из МКД загорелась кровля, пожар уже потушили.",Политика
"






                    Хинштейн попросил у МЧС дополнительных саперов для Курской области
                                    


Политика 


















",Политика
"Приграничные российские регионы регулярно подвергаются атакам и обстрелам со стороны ВСУ. Так, 26 апреля Хинштейн сообщил об ударах по Горнальскому Свято-Николаевскому мужскому монастырю, несмотря на освобождение населенного пункта российской армией.",Политика
"Российские военные освободили Курскую область спустя почти девять месяцев после вторжения ВСУ, которое произошло в начале августа 2024 года. О полном освобождении региона 26 апреля сообщил глава Генштаба Валерий Герасимов и Минобороны России.",Политика
"Служба государственной безопасности (СГБ) Латвии запретила въезд в страну заслуженной артистке России, певице Кристине Орбакайте, а также сербскому музыканту и композитору Горану Бреговичу, сообщает LSM.",Политика
Музыкантов внесли в «черный список» по требованию спецслужбы.,Политика
"Орбакайте и Брегович выступали в Крыму, а последний публично выражал поддержку действиям России, заявили в СГБ. Выступления исполнителей «не соответствуют интересам национальной безопасности Латвии», полагают в спецслужбе.",Политика
"И Орбакайте, и Брегович планировали летом выступить в стране с концертами, отмечает LSM. Продажа билетов на мероприятия уже началась.",Политика
"






                    Кремлевский дворец назвал причины отмены концерта Кристины Орбакайте
                                    


Общество 


















",Политика
"В 2024 году концерты Орбакайте часто отменяли. Так, в марте выступления не состоялись в Иркутске, Красноярске, Улан-Удэ, Хабаровске и Владивостоке. Причины отмены неизвестны. Выступление Орбакайте отменили также и в Кремле. По словам пресс-секретаря площадки Константина Ярошевского, артистка не выступила «по каким-то своим причинам».",Политика
"У Орбакайте два гражданства — российское и литовское, писал LRT. Второе она получила в 2002 году как внучка граждан Литвы. Литовский премьер Гинтаутас Палуцкас, комментируя негативные сообщения о запланированном концерте певицы в стране, призвал организаторов выяснить ее позицию относительно боевых действий на Украине.",Политика
"Орбакайте - дочь певицы Аллы Пугачевой. После начала Россией военной операции та вместе с мужем Максимом Галкиным (признан Минюстом иноагентом) уехала в Израиль. В интервью эстонскому изданию Lifestyle Baltic артистка объясняла свой отказ от выступлений словами: «Пока где-то что-то стреляет — птицы молчат». Галкин осудил проведение военной операции. В Минюсте объяснили включение его в реестр иноагентов финансированием от Украины при «осуществлении политической деятельности». Пугачева требовала признать ее иноагентом, заявив, что солидарна с мужем, которого считает «честным, порядочным и искренним человеком, настоящим и неподкупным патриотом России».",Политика
"В апреле 2015 года несколько концертов Бреговича отменили на Украине. До этого Киев заявлял, что музыканту могут запретить въезд в страну из-за выступления в Крыму. В 2023 году композитору запретили въезд в Молдавию. Концерт Бреговича в Севастополе состоялся в марте 2015 года.",Политика
"Президент России Владимир Путин, отвечая на слова своего белорусского коллеги Александра Лукашенко о георгиевской ленте, подчеркнул важность не символов, а того, что стоит за ними. Текст двусторонней встречи глав государств в Волгограде опубликован на сайте Кремля.",Политика
"В разговоре Лукашенко отметил, что в Белоруссии было инициировано аналогичное российскому «Бессмертному полку» шествие «Беларусь помнит» только с красно-зелеными лентами — в цветах национального флага. Как заявил белорусский президент, он поинтересовался историей и узнал, что у георгиевской ленточки «своеобразная все-таки история». При этом он подчеркнул, что «никто не запрещает ни в коем случае георгиевские ленточки».",Политика
"«Я не очень даже понимаю, о чем Вы сказали применительно к георгиевской ленте, но догадываюсь, что это может быть. Но я полностью с Вами согласен: символы могут быть немножко разными, важно другое — что стоит за этими символами», — ответил Путин.",Политика
"Он добавил, что за «этими символами стоит наша общая история, наше настоящее и наше будущее».",Политика
"






                    Лукашенко заявил Путину, что не может не приехать на парад 9 Мая в Москве
                                    


Политика 


















",Политика
Георгиевские кресты и медали на такой ленте получали в Первую мировую солдаты и офицеры за личное мужество. В 1943 году лента со слегка измененной цветовой гаммой стала частью статута советского ордена Славы трех степеней.,Политика
"Таким образом, это был объединяющий несколько исторических периодов и узнаваемый народом знак.",Политика
"В ряде европейских стран — Латвии, Литве, Эстонии, Молдавии и других странах — на законодательном уровне запрещено использовать георгиевские ленты.",Политика
"В декабре 2022 года Путин подписал закон, согласно которому георгиевская лента приравнивается к символам воинской славы России: ее можно использовать только в целях, связанных с исторической памятью. А за ее осквернение может грозить тюремный срок.",Политика
"Президент США Дональд Трамп заявил, что с российским коллегой Владимиром Путиным ему проще найти общий язык, чем с украинским президентом Владимиром Зеленским. Об этом республиканец сообщил в интервью американскому журналисту Гленну Беку, запись тот опубликовал в соцсети X.",Политика
"«Я думаю, он (Путин. — РБК) готов заключить сделку, и я бы сказал, что до сих пор с ним проще иметь дело, чем с Зеленским», — сказал Трамп.",Политика
"






                    Трамп допустил, что может занять сторону Украины из-за действий России
                                    


Политика 


















",Политика
"В Белом доме ранее говорили, что Трамп недоволен заявлениями о конфликте как Путина, так и Зеленского. Республиканец все больше разочаровывается в обоих, поскольку президентам необходимо сесть за стол переговоров, чтобы положить конец конфликту, поясняла пресс-секретарь Белого дома Кэролайн Левитт.",Политика
"Трамп ясно дал понять, что стремится к постоянному прекращению огня, сказала она, комментируя объявленное Путиным временное перемирие в дни празднования 80-летия победы в Великой Отечественной войне.",Политика
"Сам Трамп в интервью главному редактору The Atlantic Джеффри Голдбергу заявил, что может оказать большую поддержку Украине в зависимости от действий России. Журналист напомнил, что после российских ударов по Киеву в ночь на 24 апреля Трамп призвал Путина остановиться.",Политика
"«Не обязательно на стороне Зеленского, но на стороне Украины — да», — сказал Голдбергу республиканец.",Политика
"США после прихода Трампа к власти предпринимают попытки выступить посредником в урегулировании конфликта на Украине. По словам источника Bloomberg, сейчас переговоры в тупике и для их продолжения нужны прямые контакты Путина и Трампа.",Политика
"Собеседники агентства из числа европейских чиновников отвели две недели на то, чтобы стали ясны дальнейшие действия США — достижение сделки, усиление давления или выход из переговоров. Вашингтон допускал последнее, если не увидит прогресса. По словам госсекретаря США Марко Рубио, дальнейшие действия Вашингтона зависят от решения Трампа, которое он принимает прямо сейчас.",Политика
"В Днепре раздались взрывы, пишет украинские «Страна.ua» и «Суспiльне», в результате ударов возникли несколько пожаров. Глава Днепропетровской военной администрации Сергей Лысак в своем телеграм-канале попросил жителей находится в укрытиях.",Политика
"Взрывы прогремели также в Харькове, сообщил мэр города Игорь Терехов. По его данным, под удар попали Шевченковский, Слободский, Салтовский и Киевский районы. ",Политика
"






                    В Киеве прогремели взрывы
                                    


Политика 


















",Политика
"Минобороны России подчеркивает, что удары наносятся только по военным и энергетическим объектам Украины и связанной с ними инфраструктуре.",Политика
"Ранее, 22 апреля, в Харькове прозвучали 15 взрывов. Мэр Игорь Терехов тогда написал в телеграм-канале о пожаре в Холодногорском районе.",Политика
"В Белгородской области дроны Вооруженных сил Украины (ВСУ) атаковали семь населенных пунктов, предварительно, никто не пострадал, сообщил губернатор региона Вячеслав Гладков.",Политика
"«В Борисовском районе поселок Борисовка атакован FPV-дроном. В результате его детонации в одном частном доме выбиты окна, у еще одного домовладения посечен забор», — написал он в своем телеграм-канале.",Политика
"Еще один дрон взорвался в селе Грузское, он повредил стекло и входную группу одного социального объекта. А на хуторе Климово украинский беспилотник сбросил взрывное устройство на частный дом, из-за чего в нем выбило окна и была повреждена кровля.",Политика
"Кроме этого, дроны ВСУ дважды атаковали село Новая Таволжанка в Шебекинском округе — там осколки повредили три легковушки и кровлю надворной постройки. Четвертый случай произошел в селе Муром, где из-за атаки дрона в частном доме выбило окна, были повреждены кровля, фасад и входная группа.",Политика
"Атаке украинских беспилотников также подверглось село Почаево в Грайворонском округе. Тогда пострадал легковой автомобиль на территории сельскохозяйственного предприятия, а одно из помещений было повреждено в результате пожара. Помимо этого, в селе Никольское Белгородского района пожарные тушат сухую траву, которая загорелась из-за взрыва дрона.",Политика
"






                    Двое погибли после атаки БПЛА ВСУ на машину в Белгородской области
                                    


Политика 


















",Политика
"Приграничные регионы России регулярно подвергаются атакам и обстрелам со стороны ВСУ. Так, утром 29 апреля дрон ударил на участке автодороги Грайворон — Илек — Пеньковка по движущемуся автомобилю, в котором находились пять мужчин. В результате два человека погибли и трое были ранены.",Политика
"






",Политика
"Россия и Украина должны представить конкретные предложения по урегулированию в ближайшее время, заявил госсекретарь США Рубио. Его на брифинге процитировала представитель Госдепартамента Тэмми Брюс.",Политика
"«Госсекретарь сказал мне о ситуации [на Украине] совсем недавно: сейчас мы находимся на том этапе, когда обе стороны должны представить конкретные предложения о том, как положить конец этому конфликту», — привела его слова Брюс.",Политика
"






                    Трамп допустил, что может занять сторону Украины из-за действий России
                                    


Политика 


















",Политика
"Дальнейшие действия США будут зависеть от решения президента страны Дональда Трампа, сейчас глава государства определяется с этим, подчеркнул Рубио.",Политика
"«Если прогресса не будет, мы откажемся от роли посредников в этом процессе», — резюмировал госсекретарь, по словам Брюс.",Политика
"США уже не раз угрожали выйти из переговоров, если не увидят прогресса в урегулировании. Вашингтон взял на себя роль посредника после прихода к власти администрации Трампа.",Политика
"24 апреля республиканец рассказал, что установил дедлайн по заключению мирного соглашения между Россией и Украиной. Конкретные сроки он тогда не назвал. Спустя три дня Рубио заявил, что критически важной для урегулирования конфликта станет следующая неделя.",Политика
"Президент России Владимир Путин говорил, что Москва готова возобновить переговоры с Украиной об урегулировании конфликта без всяких предварительных условий. По словам украинского президента Владимира Зеленского, Киев также готов к диалогу о мире «с кем угодно и когда угодно», но только после прекращения огня. В Кремле при этом отмечали отсутствие соответствующих сигналов из Киева. Предложение Зеленского о 30-дневном прекращении огня, который тот выдвинул после объявления Путиным перемирия в дни празднования 80-летия победы в Великой Отечественной войне, Москва рассматривает как предварительное условие, заявил глава МИДа Сергей Лавров.",Политика
"Позиция Москвы по урегулированию «хорошо известна», отметил накануне министр. Россия настаивает на невступлении Украины в НАТО, международном признании Крыма, Севастополя, ДНР, ЛНР, Херсонской и Запорожской областей российскими регионами, гарантиях безопасности. «На повестке дня стоят задачи демилитаризации и денацификации Украины, отмены санкций, судебных исков и ордеров на арест, возвращения «замороженных» на Западе российских активов», — говорил Лавров. Те же условия прошлым летом озвучивал Путин.",Политика
"В конце апреля Украина и Евросоюз согласовали свой мирный план. Он, в частности, предусматривает обязательства России и Украины по полному и безоговорочному прекращению огня, немедленное начало переговоров с участием США и европейских стран, гарантии безопасности для Украины и никаких ограничений для ее Вооруженных сил, писал Reuters. По его данным, в плане также есть пункты о территориях и антироссийских санкциях. Ограничения Москва считает незаконными.",Политика
"Министры иностранных дел стран БРИКС выступили за включение Бразилии и Индии в состав Совета Безопасности ООН, следует из декларации по итогам встречи глав МИД.",Политика
"«Министры поддержали всеобъемлющую реформу Организации Объединенных Наций, включая Совет Безопасности, <...> и поддержали законные стремления <...> развивающихся стран Африки, Азии и Латинской Америки, включая Бразилию и Индию, играть более значимую роль в международных делах, в частности <...> в Совете Безопасности», — отмечается в документе (цитата по ТАСС).",Политика
"В Совбез ООН входят 15 государств. Пять из них — Россия, США, Великобритания, Франция, Китай — постоянные члены, остальные — непостоянные, они ежегодно избираются Генеральной Ассамблеей группами по пять стран.",Политика
"The New York Times отмечала, что Индия, Бразилия, а также Япония, ФРГ и Италия уже давно пытаются получить места в Совбезе. South China Morning Post писала в прошлом году, что включению Индии в состав Совбеза ООН может помешать ее традиционный соперник Китай, еще один член БРИКС.",Политика
"






                    Как могут быть реформированы ООН, ВТО и МВФ и их структуры
                                    


Политика 


















",Политика
"В октябре прошлого года президент Владимир Путин на саммите БРИКС в Казани заявил, что ООН для дальнейшего эффективного функционирования нужна адаптация ее структуры к реалиям XXI века.",Политика
"Среди других необходимых изменений он назвал «расширение представленности в Совете Безопасности и других ключевых органах стран Азии, Африки и Латинской Америки, в том числе тех, чьи лидеры находятся в этом зале».",Политика
"Также он призвал к реформированию институтов развития ООН и глобальных финансовых структур, в том числе путем отражения изменения веса развивающихся стран в мировой экономике в системах управления Международного валютного фонда, Всемирного банка и других многосторонних банков развития.",Политика
"Когда Путин делал эти заявления, в зале присутствовал и генсек ООН Антониу Гутерриш. Он и сам указывал на необходимость реформы всемирной организации. По его словам, Совбез и Бреттон-Вудская система отражают соотношение сил 1945 года, а «глобальная финансовая архитектура устарела, дисфункциональна и несправедлива».",Политика
"Незадолго до этого, в сентябре 2024-го, Генассамблея ООН приняла Пакт во имя будущего, который предполагает серьезную реформу институтов глобального управления. В нем, в частности, говорилось, что глобальные институты нужно сделать «более представительными и отвечающими требованиям современного мира».",Политика
"Пакистан в шестой раз нарушил режим прекращения огня на границе с Индией, в районе спорной территории Джамму и Кашмир, сообщает India Today.",Политика
"По информации издания, это привело «к жесткому ответу» индийской армии. Перестрелка произошла на фоне обострения напряженности в отношениях между странами после теракта в Пахалгаме 22 апреля.",Политика
Пакистанские издания о боях пока не сообщали.,Политика
"Ранее во вторник, 29 апреля, Пакистан сбил индийский дрон, вторгшийся в воздушное пространство страны вблизи линии контроля, написало пакистанское издание Dawn.",Политика
"






                    Джамму и Кашмир: история конфликта Индии и Пакистана
                                    


База знаний 


















",Политика
"22 апреля группа вооруженных огнестрельным оружием боевиков атаковала туристов в городе Пахалгаме, расположенном в горном районе Анантнаг союзной территории Джамму и Кашмир. Территория со времен раздела Британской Индии находится под контролем Дели, но на нее претендует и Пакистан. В результате нападения погибли 26 человек — 25 граждан Индии и один гражданин Непала. Десятки получили ранения.",Политика
"Ответственность за теракт взяла на себя группировка «Фронт сопротивления», ответвление базирующейся в Пакистане террористической огранизации «Лашкар-и-Тайба» (запрещена в России). После этого конфронтация между Индией и Пакистаном значительно усилилась, стороны начали обмениваться выстрелами на границе.",Политика
"28 апреля пакистанский министр обороны Хаваджа Мухаммад Асиф заявил, что военное вторжение Индии в Пакистан неизбежно. По его словам, военные проинформировали правительство о возможности атаки с индийской стороны. На фоне этого заместитель главы МИД России Андрей Руденко призвал Пакистан и Индию к сдержанности и конструктивному диалогу.",Политика
"Дональд Трамп признал, что заинтересован в прекращении российско-украинского конфликта в том числе «ради денег», об этом американский президент заявил в интервью журналисту Гленну Бэку. Запись опубликована в X.",Политика
"Республиканец упомянул, что во время его первого срока не было дорогих энергоресурсов, «афганского позора», войны Израиля с ХАМАС или конфликта России и Украины. Но после его отставки стоимость энергоресурсов удвоилась.",Политика
"«Эта война так плоха. И помните, я говорю это каждый раз: это война Байдена, а не моя, я лишь пытаюсь завершить ее. И я действительно завершаю ее — да, ради денег», — сказал Трамп, поспешив подчеркнуть, что его волнует и гибель солдат с обеих сторон.",Политика
"






                    Трамп допустил, что может занять сторону Украины из-за действий России
                                    


Политика 


















",Политика
"После того как Россия начала военную операцию и были введены западные санкции, стоимость энергоресурсов на мировых рынках резко увеличилась. Несмотря на то что рост цен на энергоресурсы начался еще до конфликта Москвы и Киева, прежний президент США Джо Байден называл динамику «подорожанием Путина», а Трамп возлагал ответственность на самого Байдена.",Политика
"«Байден и демократы в конгрессе спровоцировали безудержную инфляцию, [происходит] катастрофа с цепочками поставок — как насчет этого? Вы придете в магазин... и не увидите ничего на полках», — предупреждал республиканец.",Политика
